,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
45,MATPOWER,steady-state,"['gha', 'octave', 'university']",,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2025-09-26 17:00:29.461721,2025-09-26 15:39:17,2660.0,164.0,23.0,505.0,23.0,23,True,https://matpower.org/doc/,29.0,55.0,205.0,2025-07-13 02:31:28.000,8.1,6.0,7.0,,,644003.0,7791.0,,,,,,,,,,2.0,,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2025-09-26 17:00:29.461721,3418.0,,
46,powerplantmatching,data,"['gha', 'pypi', 'conda', 'python', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2025-10-23 20:48:45.000000,2025-10-23 20:48:43,1004.0,68.0,31.0,199.0,35.0,23,True,https://atlite.readthedocs.io/en/master/?badge=master,20.0,160.0,75.0,2025-02-01 11:01:49.000,0.7.1,33.0,11.0,powerplantmatching,conda-forge/powerplantmatching,87.0,3396.0,85.0,85.0,https://pypi.org/project/powerplantmatching,2025-02-01 11:01:49.000,,1754.0,https://anaconda.org/conda-forge/powerplantmatching,2025-04-22 14:57:16.346,95198.0,2.0,,,,,,,
47,CBC,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-10-30 15:35:13.000000,2025-10-30 15:31:01,2538.0,129.0,155.0,946.0,35.0,22,True,https://coin-or.github.io/Cbc/Doxygen/,39.0,86.0,386.0,2024-08-20 07:17:43.000,releases/2.10.12,14.0,7.0,,conda-forge/coincbc,210879.0,27083.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2025-08-02 13:50:56.422,1460758.0,3.0,,,,,,,
48,Clp,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-10-30 15:35:13.000000,2025-10-30 15:31:01,2538.0,129.0,155.0,946.0,35.0,22,True,https://coin-or.github.io/Clp/,39.0,86.0,386.0,2024-08-20 07:17:43.000,releases/2.10.12,11.0,7.0,,conda-forge/coin-or-clp,210879.0,22615.0,,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2025-08-02 12:22:52.938,1212519.0,3.0,,,,,,,
49,PYPOWER,steady-state,"['gha', 'pypi', 'conda', 'python', 'non-profit']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-07-10 17:17:48.000000,2025-07-10 17:16:00,360.0,122.0,35.0,382.0,22.0,22,True,http://rwl.github.io/PYPOWER/index.html,23.0,48.0,14.0,2025-07-10 17:17:48.000,5.1.19,20.0,,PYPOWER,invenia/pypower,,29333.0,174.0,155.0,https://pypi.org/project/PYPOWER,2025-07-10 17:17:48.000,19.0,29301.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3202.0,2.0,,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,27.0,,
50,Atlite,data,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2025-10-06 19:05:29.000000,2025-09-19 07:26:37,808.0,114.0,42.0,353.0,43.0,22,True,https://atlite.readthedocs.io/en/master/?badge=master,12.0,321.0,106.0,2025-05-12 15:07:01.000,0.4.1,21.0,1.0,atlite,conda-forge/atlite,,6582.0,112.0,112.0,https://pypi.org/project/atlite,2025-05-12 15:07:01.000,,4947.0,https://anaconda.org/conda-forge/atlite,2025-08-11 07:32:40.796,104659.0,2.0,-1.0,,,,,,
51,Dynaωo,phasor,"['gha', 'modelica', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2025-10-30 09:21:54.000000,2025-10-30 07:48:11,2566.0,29.0,235.0,93.0,60.0,22,True,https://dynawo.github.io/docs/,9.0,2218.0,1468.0,2025-07-18 14:42:06.000,1.7.0,20.0,33.0,,,18683.0,230.0,,,,,,,,,,1.0,,,,,,,
52,AMPLPY,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2025-10-28 16:13:01.000000,2025-07-09 14:38:11,868.0,20.0,1.0,81.0,9.0,22,True,https://amplpy.readthedocs.io/en/latest/,10.0,7.0,48.0,2025-07-09 16:14:51.000,0.15.2,185.0,,amplpy,conda-forge/amplpy,,67673.0,142.0,131.0,https://pypi.org/project/amplpy,2025-10-28 16:13:01.000,11.0,59919.0,https://anaconda.org/conda-forge/amplpy,2025-09-05 16:24:52.977,480782.0,3.0,,,,,,,
53,LTB ANDES,phasor,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'julia', 'university']",,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50,2025-05-17 13:21:04.000000,2025-05-02 01:27:15,4622.0,133.0,15.0,300.0,26.0,21,True,https://docs.andes.app/en/latest/,12.0,287.0,65.0,2025-01-05 17:48:40.000,1.9.3,114.0,,andes,conda-forge/andes,,12765.0,32.0,28.0,https://pypi.org/project/andes,2025-01-05 17:48:40.000,4.0,2184.0,https://anaconda.org/conda-forge/andes,2025-04-22 14:57:03.796,687807.0,1.0,,CURENT/andes,https://hub.docker.com/r/CURENT/andes,,,,
54,PyPSA-Earth,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2025-10-30 17:45:35.000000,2025-10-30 17:45:27,6342.0,265.0,197.0,299.0,83.0,21,True,https://pypsa-earth.readthedocs.io/,12.0,964.0,364.0,2025-08-05 10:02:21.000,0.7.0,13.0,53.0,,,,,,,,,,,,,,2.0,,,,,,,
55,Gurobi OptiMods,steady-state,"['gha', 'python', 'for-profit']",,Gurobi/gurobi-optimods,Apache-2.0,Implemented optimization use cases using Gurobi.,https://github.com/Gurobi/gurobi-optimods,https://www.gurobi.com/features/gurobi-optimods/,2022-11-18 16:25:03,2025-10-20 03:32:16.000000,2025-10-20 03:32:15,701.0,36.0,25.0,169.0,16.0,21,True,https://gurobi-optimods.readthedocs.io/en/stable/,10.0,93.0,60.0,2025-10-01 09:00:07.000,2.4.0,13.0,11.0,gurobi-optimods,,,411.0,11.0,9.0,https://pypi.org/project/gurobi-optimods,2025-10-01 09:11:13.000,2.0,411.0,,,,2.0,,,,,,,
56,HELICS,msg,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2025-10-27 20:37:48.000000,2025-08-16 01:38:32,3574.0,50.0,94.0,148.0,39.0,21,True,https://docs.helics.org/en/latest/,14.0,2042.0,584.0,2025-02-28 08:41:58.000,3.6.1,106.0,1.0,helics,conda-forge/helics,28821.0,5733.0,13.0,,https://pypi.org/project/helics,2025-02-28 08:41:58.000,13.0,5177.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,21174.0,1.0,-1.0,,,,,,
57,PIQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2025-09-23 07:53:35.000000,2025-09-23 07:53:30,561.0,18.0,4.0,126.0,5.0,21,True,https://predict-epfl.github.io/piqp/,8.0,16.0,14.0,2025-09-16 11:00:25.000,0.6.2,18.0,17.0,piqp,conda-forge/piqp,938.0,37870.0,57.0,48.0,https://pypi.org/project/piqp,2025-09-16 11:00:25.000,9.0,27829.0,https://anaconda.org/conda-forge/piqp,2025-09-17 05:45:42.911,260232.0,3.0,,,,,,,
58,GridPath,steady-state,"['gha', 'python', 'for-profit']",,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2025-10-28 22:30:05.000000,2025-10-27 20:42:38,1624.0,63.0,47.0,119.0,13.0,21,True,https://gridpath.readthedocs.io/en/latest/?badge=latest,12.0,966.0,294.0,2025-10-28 22:30:05.000,2025.10.1,39.0,29.0,GridPath,,1352.0,811.0,4.0,4.0,https://pypi.org/project/GridPath,2025-10-28 22:30:05.000,,791.0,,,,2.0,,,,,,,
59,PyPowSyBl,steady-state,"['gha', 'pypi', 'python', 'java', 'jupyter', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2025-10-30 15:51:31.000000,2025-10-30 15:51:29,815.0,16.0,93.0,71.0,37.0,21,True,https://pypowsybl.readthedocs.io/en/latest/,20.0,855.0,185.0,2025-07-25 13:10:15.000,1.12.0,48.0,37.0,pypowsybl,,365.0,6619.0,8.0,,https://pypi.org/project/pypowsybl,2025-07-24 15:01:49.000,8.0,6613.0,,,,2.0,,,,,,,
60,py-dss-interface,intf,"['gha', 'pypi', 'python', 'jupyter', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2025-09-09 18:21:10.000000,2025-09-09 18:21:08,704.0,10.0,1.0,39.0,7.0,21,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,48.0,55.0,2025-09-09 18:20:46.000,2.2.1,24.0,38.0,py-dss-interface,,24.0,5839.0,47.0,38.0,https://pypi.org/project/py-dss-interface,2025-09-09 18:16:36.000,9.0,5839.0,,,,1.0,,,,,,,
61,PyPSA-Eur,steady-state,"['gha', 'python', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2025-10-29 16:21:15.000000,2025-10-28 08:32:32,5626.0,313.0,169.0,489.0,100.0,20,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,17.0,1276.0,413.0,2025-07-11 15:14:12.000,2025.07.0,20.0,37.0,,,,,,,,,,,,,,2.0,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,
62,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22,2025-10-30 16:25:26.000000,2025-06-16 19:37:54,9429.0,78.0,93.0,297.0,41.0,20,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,19.0,949.0,366.0,2025-06-09 19:53:16.000,0.30.2,100.0,,,,,,,,,,,,,,,2.0,,,,,,,
63,PyOptInterface,opl,"['gha', 'pypi', 'jupyter', 'python', 'volunteer']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2025-10-01 15:49:32.000000,2025-10-01 15:46:49,437.0,20.0,7.0,295.0,2.0,20,True,https://metab0t.github.io/PyOptInterface/,7.0,2.0,30.0,2025-09-21 02:45:43.000,0.5.1,16.0,17.0,pyoptinterface,,,2534.0,27.0,21.0,https://pypi.org/project/pyoptinterface,2025-09-21 02:45:43.000,6.0,2534.0,,,,3.0,,,,,,,
64,SimBench,data,"['python', 'pypi', 'conda', 'juptyer', 'gha']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2025-10-23 15:12:59.000000,2025-10-23 15:12:46,165.0,31.0,3.0,123.0,5.0,20,True,https://simbench.readthedocs.io/en/stable/?badge=stable,6.0,26.0,32.0,2025-04-13 10:12:48.000,1.6.1,11.0,5.0,simbench,conda-forge/simbench,,8481.0,57.0,47.0,https://pypi.org/project/simbench,2025-04-13 10:12:48.000,10.0,8481.0,https://anaconda.org/conda-forge/simbench,,,3.0,,,,,,,
65,REopt,steady-state,"['gha', 'python', 'julia', 'lab']",,NREL/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NREL/REopt_API,https://www.nrel.gov/reopt/,2018-12-17 21:24:59,2025-10-29 21:23:16.000000,2025-10-22 02:48:25,5717.0,61.0,56.0,113.0,24.0,20,True,https://github.com/NREL/REopt_API/wiki,7.0,596.0,41.0,2025-10-22 02:51:10.000,3.16.2,65.0,297.0,,,573.0,8.0,,,,,,,,,,2.0,,,,,,,
66,OpenDSSDirect.py,intf,"['gha', 'pypi', 'python', 'jupyter', 'volunteer']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2024-03-29 06:05:46.000000,2024-03-29 05:10:43,451.0,25.0,19.0,102.0,3.0,20,True,https://dss-extensions.org/OpenDSSDirect.py/,12.0,31.0,91.0,2024-03-29 06:18:05.000,0.9.4,43.0,,OpenDSSDirect.py,,,11750.0,92.0,76.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,11750.0,,,,1.0,,,,,,,
67,DPsim,emt,"['gha', 'pypi', 'jupyter', 'python', 'c', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2025-10-29 16:04:33.000000,2025-10-29 15:58:43,4782.0,67.0,83.0,94.0,39.0,20,True,https://dpsim.fein-aachen.org/docs/,10.0,259.0,79.0,2023-07-13 13:38:01.948,1.1.1,9.0,23.0,dpsim,,,92.0,14.0,14.0,https://pypi.org/project/dpsim,2022-12-10 09:56:59.646,,92.0,,,,1.0,,,,,,,
68,PowerModels.jl,steady-state,"['gha', 'julia', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2025-10-21 00:16:36.000000,2025-10-21 00:12:41,1013.0,160.0,93.0,435.0,32.0,19,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,22.0,485.0,417.0,2025-08-12 01:35:46.000,0.21.5,80.0,5.0,,,,,,,,,,,,,,2.0,,,,,,,
69,GridLAB-D,phasor,"['c', 'gha', 'lab']",,gridlab-d/gridlab-d,https://github.com/gridlab-d/gridlab-d/blob/master/LICENSE,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2025-10-29 17:51:08.000000,2025-05-28 20:17:33,4426.0,121.0,326.0,186.0,76.0,19,True,https://gridlab-d.shoutwiki.com/wiki/Source_documentation,24.0,169.0,1048.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,7770.0,85.0,,,,,,,,,,2.0,,,,,,,
70,LightSim2Grid,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2025-10-20 14:32:47.000000,2025-04-28 07:07:47,912.0,12.0,17.0,58.0,6.0,19,True,https://lightsim2grid.readthedocs.io/en/latest/,1.0,57.0,38.0,2025-04-28 08:18:06.000,0.10.3,37.0,,LightSim2Grid,,300.0,22516.0,92.0,69.0,https://pypi.org/project/LightSim2Grid,2025-04-28 08:18:06.000,23.0,22505.0,,,,2.0,,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,426.0,,Grid2op/lightsim2grid
71,GenX,steady-state,"['julia', 'gha', 'university']",,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2025-10-16 02:54:04.000000,2025-07-11 15:52:09,1125.0,136.0,56.0,326.0,36.0,18,True,https://genxproject.github.io/GenX/dev/,16.0,555.0,257.0,2025-07-11 18:02:01.000,0.4.5,17.0,,,,,,,,,,,,,,,2.0,,,,,,,GenXProject/GenX.jl
72,dsgrid,dataman,"['gha', 'python', 'pypi', 'lab']",,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2025-10-27 15:53:30.000000,2025-10-27 15:24:19,1833.0,29.0,60.0,102.0,6.0,18,True,https://dsgrid.github.io/dsgrid,5.0,246.0,80.0,2025-10-17 16:05:59.000,0.2.0,7.0,37.0,dsgrid,,,61.0,,,https://pypi.org/project/dsgrid,2014-12-18 16:20:53.000,,61.0,,,,1.0,,,,,,,
73,PowSyBl Diagram,vis,"['gha', 'java', 'jupyter', 'for-profit']",,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2025-10-30 13:23:04.000000,2025-10-22 09:52:51,572.0,18.0,69.0,101.0,32.0,18,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,19.0,562.0,124.0,2025-10-22 11:43:34.000,5.0.0,53.0,14.0,,,,,32.0,32.0,,,,,,,,1.0,,,,,,,
74,OpenIPSL,phasor,"['gha', 'modelica', 'university']",,OpenIPSL/OpenIPSL,BSD-3,A Power System Library written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2025-10-22 15:16:01.000000,2025-10-22 15:16:01,1873.0,63.0,16.0,95.0,35.0,18,True,https://doc.openipsl.org,21.0,242.0,113.0,2022-06-23 13:05:59.000,3.0.1,15.0,11.0,,,504.0,4.0,,,,,,,,,,2.0,,,,,,,
75,openTEPES,steady-state,"['python', 'jupyter', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2025-10-30 15:58:48.000000,2025-10-30 15:14:49,3078.0,25.0,3.0,49.0,10.0,18,True,https://opentepes.readthedocs.io/en/latest/index.html,4.0,86.0,12.0,2025-06-24 07:50:23.000,4.18.5,107.0,71.0,openTEPES,,120.0,338.0,,,https://pypi.org/project/openTEPES,2025-09-21 15:02:29.000,,336.0,,,,2.0,,,,,,,
76,TESP,steady-state,"['gha', 'python', 'jupyter', 'pypi', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2025-10-22 19:12:45.000000,2024-12-15 02:47:00,2165.0,41.0,33.0,46.0,26.0,18,True,https://tesp.readthedocs.io/en/latest/,15.0,63.0,96.0,2024-12-15 02:43:06.000,1.3.6,54.0,,tesp_support,,505.0,236.0,2.0,2.0,https://pypi.org/project/tesp_support,2024-12-15 02:13:01.000,,231.0,,,,2.0,,,,,,,
77,MadNLP,ops,"['gha', 'julia', 'university']",,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2025-10-23 15:16:18.000000,2025-10-23 01:27:19,581.0,20.0,35.0,222.0,17.0,17,True,https://madnlp.github.io/MadNLP.jl/stable/,10.0,400.0,77.0,2025-09-08 08:18:58.000,0.8.12,30.0,46.0,,,,,,,,,,,,,,3.0,,,,,,,
78,PowerGenome,data,"['gha', 'pypi', 'conda', 'python']",,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2025-10-16 03:10:20.000000,2025-03-21 18:09:22,1824.0,73.0,98.0,221.0,18.0,17,True,https://github.com/PowerGenome/PowerGenome/wiki,18.0,233.0,91.0,2025-03-21 18:15:20.000,0.7.0,20.0,,PowerGenome,conda-forge/powergenome,,141.0,,,https://pypi.org/project/PowerGenome,2025-03-21 18:15:20.000,,81.0,https://anaconda.org/conda-forge/powergenome,2025-04-22 14:58:55.013,1263.0,3.0,,,,,,,
79,Xyce,phasor,"['pypi', 'conda', 'jupyter', 'python', 'lab']",,Xyce/Xyce,GPL-3,The Xyce Parallel Electronic Simulator.,https://github.com/Xyce/Xyce,https://xyce.sandia.gov/,2019-05-09 15:56:12,2025-10-27 16:15:25.000000,2025-10-27 14:37:13,209.0,31.0,38.0,186.0,8.0,17,True,https://xyce.sandia.gov/documentation-tutorials/,12.0,12.0,78.0,2025-07-21 19:17:59.000,Release-7.10.0,14.0,49.0,xyce,vlsida-eda/xyce,1045.0,142.0,,,https://pypi.org/project/xyce,2022-01-05 14:07:36.000,,18.0,https://anaconda.org/vlsida-eda/xyce,2025-03-25 16:27:12.035,3688.0,2.0,,,,,,,
80,EGRET,steady-state,"['gha', 'python', 'lab']",,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2025-10-06 16:39:45.000000,2025-10-06 16:39:44,1100.0,60.0,53.0,143.0,40.0,17,True,,13.0,246.0,38.0,2025-10-06 15:54:54.000,0.6.0,7.0,12.0,,,,,,,,,,,,,,3.0,,,,,,,
81,PyPSA-USA,steady-state,"['python', 'jupyter', 'university']",,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2025-10-27 18:27:26.000000,2025-09-11 16:42:22,2331.0,36.0,99.0,104.0,13.0,17,True,https://pypsa-usa.readthedocs.io/,6.0,336.0,272.0,2025-08-18 22:17:21.000,0.7.0,8.0,6.0,,,,,,,,,,,,,,3.0,,,,,,,
82,CIMpy,intf,"['gha', 'python', 'non-profit']",,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000000,2025-02-23 21:37:23,230.0,24.0,12.0,64.0,11.0,17,True,https://sogno.energy/cimpy/,3.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,,cimpy,,,1517.0,14.0,13.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,1517.0,,,,1.0,,,,,,,
83,LTB AMS,steady-state,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'university']",,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2025-09-29 03:59:44.243000,2025-09-29 02:45:45,2658.0,8.0,15.0,19.0,4.0,17,True,https://ams.readthedocs.io/en/latest/,2.0,174.0,9.0,2025-09-29 02:51:23.000,1.0.16,38.0,61.0,ltbams,conda-forge/ltbams,50.0,1367.0,3.0,3.0,https://pypi.org/project/ltbams,2025-09-29 02:50:57.000,,316.0,https://anaconda.org/conda-forge/ltbams,2025-09-29 03:59:44.243,20971.0,3.0,,,,,,,
84,matpowercaseframes,intf,"['gha', 'python', 'pypi', 'jupyter', 'university']",,UGM-EPSLab/matpowercaseframes,MIT,Parse MATPOWER case into pandas DataFrame.,https://github.com/UGM-EPSLab/matpowercaseframes,https://github.com/UGM-EPSLab/matpowercaseframes,2022-03-31 04:51:41,2025-09-27 21:22:52.000000,2025-05-31 12:18:00,209.0,3.0,3.0,5.0,7.0,17,True,,,20.0,5.0,2025-09-27 21:22:52.000,1.1.5,20.0,,matpowercaseframes,,,22762.0,7.0,,https://pypi.org/project/matpowercaseframes,2025-09-27 21:22:52.000,7.0,22762.0,,,,1.0,,,,,,,
85,RSOME,opl,"['gha', 'pypi', 'jupyter', 'python', 'university']",,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000000,2024-11-15 13:40:10,218.0,59.0,7.0,334.0,3.0,16,True,https://xiongpengnus.github.io/rsome/,3.0,21.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,,rsome,,,949.0,4.0,,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,949.0,,,,3.0,,,,,,,
86,PowerSimulationsDynamics.jl,phasor,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2025-07-09 18:24:04.000000,2025-07-09 05:32:28,2414.0,54.0,45.0,207.0,15.0,16,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,11.0,246.0,93.0,2025-07-09 18:08:11.000,0.15.0,42.0,,,,,,,,,,,,,,,2.0,,,,,,,
87,ReEDS-2.0,steady-state,"['python', 'gha', 'lab']",,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NREL/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2025-10-28 16:51:14.000000,2025-10-13 21:54:36,112.0,76.0,3.0,166.0,14.0,16,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,131.0,48.0,22.0,2025-10-13 22:02:39.000,2025.6.0,15.0,10.0,,,,,,,,,,,,,,3.0,,,,,,,
