,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id,gitlab_id,gitlab_url
44,LTB ANDES,phasor,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'julia', 'university']",,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50,2026-03-27 14:46:06.239000,2026-03-11 21:12:53,4810.0,153.0,12.0,360.0,27.0,25,True,https://docs.andes.app/en/latest/,15.0,295.0,72.0,2026-03-12 17:07:29.000,2.0.0,117.0,23.0,andes,conda-forge/andes,,17954.0,34.0,30.0,https://pypi.org/project/andes,2026-03-12 17:07:29.000,4.0,7296.0,https://anaconda.org/conda-forge/andes,2026-03-27 14:46:06.239,767434.0,1.0,CURENT/andes,https://hub.docker.com/r/CURENT/andes,,,-1.0,,,,
45,PowSyBl Core,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2026-05-28 14:02:22.000000,2026-05-21 08:05:38,3776.0,57.0,274.0,169.0,128.0,25,True,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,22.0,3235.0,510.0,2026-04-01 16:34:57.000,7.2.1,100.0,86.0,,,,,96.0,96.0,,,,,,,,1.0,,,,,,,,,
46,PyPowSyBl,steady-state,"['gha', 'pypi', 'python', 'java', 'jupyter', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2026-05-28 13:44:08.000000,2026-05-28 13:44:04,887.0,23.0,95.0,94.0,43.0,25,True,https://powsybl.readthedocs.io/projects/pypowsybl/en/latest/,20.0,931.0,209.0,2026-04-16 15:28:56.000,1.15.0,51.0,43.0,pypowsybl,,492.0,16481.0,11.0,,https://pypi.org/project/pypowsybl,2026-04-16 15:28:56.000,11.0,16474.0,,,,1.0,,,,,,,,,
47,ECOS,ops,"['pypi', 'conda', 'python', 'julia', 'c', 'octave', 'r', 'university']",,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50,2025-11-06 08:27:49.404000,2022-01-04 22:33:07,622.0,126.0,67.0,547.0,40.0,24,False,https://github.com/embotech/ecos/wiki,32.0,65.0,95.0,2024-06-18 03:47:45.000,2.0.14,24.0,,ecos,conda-forge/ecos,,1032206.0,49.0,,https://pypi.org/project/ecos,2024-06-18 03:47:45.000,49.0,1013611.0,https://anaconda.org/conda-forge/ecos,2025-11-06 08:27:49.404,1227316.0,3.0,,,,,,,,,
48,Atlite,data,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2026-05-20 12:57:57.000000,2026-04-21 08:47:30,825.0,129.0,55.0,387.0,45.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,12.0,344.0,112.0,2026-04-21 10:05:17.000,0.6.1,24.0,17.0,atlite,conda-forge/atlite,,7141.0,120.0,118.0,https://pypi.org/project/atlite,2026-04-21 10:05:17.000,2.0,5091.0,https://anaconda.org/conda-forge/atlite,2026-04-21 12:50:29.673,145577.0,2.0,,,,,,,,,
49,Clarabel.rs,ops,"['gha', 'pypi', 'conda', 'python', 'rust', 'university']",,oxfordcontrol/Clarabel.rs,Apache-2,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34,2026-04-13 08:08:29.000000,2026-04-13 08:08:26,630.0,44.0,23.0,566.0,11.0,23,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,14.0,152.0,51.0,2025-06-11 16:48:58.000,0.11.1,18.0,1.0,clarabel,conda-forge/clarabel,,3140464.0,111.0,68.0,https://pypi.org/project/clarabel,2025-06-11 16:48:58.000,43.0,3127949.0,https://anaconda.org/conda-forge/clarabel,2025-12-17 09:55:56.799,387970.0,3.0,,,,,,,,,
50,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/Sienna-Platform/PowerSimulations.jl,https://www.nlr.gov/analysis/sienna,2017-11-03 21:11:22,2026-05-28 14:40:53.000000,2026-05-20 02:15:42,11067.0,82.0,97.0,315.0,52.0,23,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,18.0,1075.0,434.0,2026-05-20 06:27:20.000,0.35.0,100.0,297.0,,,,,,,,,,,,,,2.0,,,,,,,Sienna-Platform/PowerSimulations.jl,,
51,PyOptInterface,opl,"['gha', 'pypi', 'jupyter', 'python', 'volunteer']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2026-04-26 10:45:15.000000,2026-04-26 10:42:21,559.0,26.0,5.0,310.0,7.0,23,True,https://metab0t.github.io/PyOptInterface/,7.0,34.0,37.0,2026-03-27 07:58:44.000,0.6.1,18.0,19.0,pyoptinterface,,,13966.0,27.0,21.0,https://pypi.org/project/pyoptinterface,2026-03-27 07:58:44.000,6.0,13966.0,,,,3.0,,,,,,,,,
52,powerplantmatching,data,"['gha', 'pypi', 'conda', 'python', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2026-05-04 11:20:51.000000,2026-05-04 11:20:51,1029.0,73.0,26.0,224.0,36.0,23,True,https://atlite.readthedocs.io/en/master/?badge=master,20.0,179.0,91.0,2026-02-11 15:18:15.000,0.8.1,35.0,5.0,powerplantmatching,conda-forge/powerplantmatching,87.0,3985.0,88.0,88.0,https://pypi.org/project/powerplantmatching,2026-02-11 15:18:15.000,,1881.0,https://anaconda.org/conda-forge/powerplantmatching,2026-02-11 22:17:11.404,136816.0,2.0,,,,,,,,,
53,HELICS,msg,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2026-05-25 18:24:28.000000,2025-08-16 01:38:32,3574.0,51.0,97.0,163.0,39.0,23,True,https://docs.helics.org/en/latest/,14.0,2058.0,585.0,2025-02-28 08:41:58.000,3.6.1,106.0,,helics,conda-forge/helics,32158.0,4547.0,13.0,,https://pypi.org/project/helics,2025-02-28 08:41:58.000,13.0,3991.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,21839.0,1.0,,,,,,,,,
54,GridPath,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2026-05-28 19:43:14.000000,2026-05-28 19:43:10,1686.0,65.0,53.0,132.0,16.0,23,True,https://gridpath.readthedocs.io/en/latest/,12.0,1017.0,295.0,2026-03-18 18:59:55.000,2026.2.0,43.0,43.0,GridPath,,1396.0,2005.0,5.0,5.0,https://pypi.org/project/GridPath,2026-03-18 18:59:55.000,,1986.0,,,,2.0,,,,,1.0,,,,
55,LightSim2Grid,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2026-05-15 16:37:43.000000,2026-04-21 11:47:15,1163.0,14.0,16.0,67.0,9.0,23,True,https://lightsim2grid.readthedocs.io/en/latest/,1.0,72.0,47.0,2026-04-21 12:24:15.000,0.13.1,41.0,56.0,LightSim2Grid,,301.0,23985.0,104.0,80.0,https://pypi.org/project/LightSim2Grid,2026-02-06 08:29:00.000,24.0,23973.0,,,,2.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,630.0,,,Grid2op/lightsim2grid,,
56,MATPOWER,steady-state,"['gha', 'octave', 'university']",,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2026-03-11 01:08:43.300241,2026-03-10 23:35:29,2671.0,178.0,23.0,559.0,23.0,22,True,https://matpower.org/doc/,29.0,57.0,212.0,2025-07-13 02:31:28.000,8.1,6.0,1.0,,,733408.0,8187.0,,,,,,,,,,2.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2026-03-11 01:08:43.300241,4409.0,,,,,
57,Gurobi OptiMods,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,Gurobi/gurobi-optimods,Apache-2,Implemented optimization use cases using Gurobi.,https://github.com/Gurobi/gurobi-optimods,https://www.gurobi.com/features/gurobi-optimods/,2022-11-18 16:25:03,2026-04-09 13:17:24.000000,2026-04-09 12:56:23,726.0,37.0,25.0,176.0,17.0,22,True,https://gurobi-optimods.readthedocs.io/en/stable/,10.0,97.0,62.0,2026-04-09 12:53:51.000,3.1.0,15.0,12.0,gurobi-optimods,,,4847.0,12.0,10.0,https://pypi.org/project/gurobi-optimods,2026-04-09 12:59:15.000,2.0,4847.0,,,,2.0,,,,,,,,,
58,PIQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2026-05-16 11:37:20.000000,2026-05-16 11:37:15,578.0,21.0,5.0,143.0,6.0,22,True,https://predict-epfl.github.io/piqp/,9.0,19.0,16.0,2026-05-11 16:39:47.000,0.6.3,19.0,11.0,piqp,conda-forge/piqp,1291.0,45203.0,65.0,52.0,https://pypi.org/project/piqp,2026-05-11 16:39:47.000,13.0,35368.0,https://anaconda.org/conda-forge/piqp,2026-05-14 19:21:54.997,323371.0,3.0,,,,,,,,,
59,SimBench,data,"['python', 'pypi', 'conda', 'jupyter', 'gha']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2026-04-02 16:45:19.000000,2026-04-02 16:40:03,191.0,37.0,5.0,134.0,6.0,22,True,https://simbench.readthedocs.io/en/stable/,6.0,30.0,33.0,2026-04-24 07:05:13.000,1.6.2,12.0,24.0,simbench,conda-forge/simbench,,9357.0,66.0,51.0,https://pypi.org/project/simbench,2026-04-02 15:04:35.000,15.0,9357.0,https://anaconda.org/conda-forge/simbench,,,2.0,,,,,,,,,
60,DPsim,emt,"['gha', 'pypi', 'jupyter', 'python', 'c', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2026-05-28 17:07:04.000000,2026-05-28 17:00:51,4892.0,75.0,78.0,128.0,41.0,22,True,https://dpsim.fein-aachen.org/docs/,12.0,299.0,102.0,2025-12-10 15:23:09.000,1.2.1,10.0,35.0,dpsim,,,164.0,14.0,14.0,https://pypi.org/project/dpsim,2025-12-10 14:47:35.000,,164.0,,,,1.0,,,,,1.0,,,,
61,Dynaωo,phasor,"['gha', 'modelica', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2026-05-28 09:35:55.000000,2026-05-20 11:28:02,2696.0,32.0,235.0,105.0,62.0,22,True,https://dynawo.github.io/docs/,8.0,2376.0,1543.0,2025-07-18 14:42:06.000,1.7.0,20.0,44.0,,,20922.0,237.0,,,,,,,,,,1.0,,,,,,,,,
62,PYPOWER,steady-state,"['gha', 'pypi', 'conda', 'python', 'non-profit']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-11-24 17:12:08.000000,2025-11-24 17:12:07,364.0,124.0,42.0,406.0,22.0,21,True,http://rwl.github.io/PYPOWER/index.html,22.0,51.0,15.0,2025-07-10 17:17:48.000,5.1.19,20.0,,PYPOWER,invenia/pypower,,37244.0,183.0,163.0,https://pypi.org/project/PYPOWER,2025-07-10 17:17:48.000,20.0,37214.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3212.0,2.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,41.0,,,,,
63,PyPSA-Earth,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2026-05-25 17:52:02.000000,2026-05-15 08:20:57,6434.0,313.0,245.0,345.0,93.0,21,True,https://pypsa-earth.readthedocs.io/,12.0,1100.0,405.0,2025-12-24 14:16:28.000,0.8.0,14.0,44.0,,,,,,,,,,,,,,2.0,,,,,,,,,
64,GridLAB-D,phasor,"['c', 'gha', 'lab']",,gridlab-d/gridlab-d,BSD-3,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2026-05-28 20:03:37.000000,2025-05-28 20:17:33,4426.0,121.0,417.0,210.0,77.0,21,True,https://gridlab-d.readthedocs.io/en/docs/,24.0,218.0,1141.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,8905.0,90.0,,,,,,,,,,2.0,,,,,,,,,
65,AMPLPY,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2026-05-26 09:50:37.000000,2026-05-20 11:10:26,891.0,20.0,1.0,84.0,9.0,21,True,https://amplpy.readthedocs.io/en/latest/,10.0,7.0,50.0,2025-12-08 18:48:18.000,0.16.0,187.0,3.0,amplpy,conda-forge/amplpy,,49145.0,152.0,138.0,https://pypi.org/project/amplpy,2026-05-26 09:50:37.000,14.0,41212.0,https://anaconda.org/conda-forge/amplpy,2025-09-05 16:24:52.977,547415.0,3.0,,,,,,,,,
66,PyPSA-Eur,steady-state,"['gha', 'python', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2026-05-27 15:25:23.000000,2026-05-21 16:30:48,5826.0,407.0,241.0,574.0,109.0,20,True,https://pypsa-eur.readthedocs.io/en/latest/,18.0,1515.0,459.0,2026-02-19 07:45:23.000,2026.02.0,21.0,34.0,,,,,,,,,,,,,,2.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,-1.0,,,,
67,OpenDSSDirect.py,intf,"['gha', 'pypi', 'python', 'jupyter', 'volunteer']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2026-02-26 06:34:19.000000,2024-03-29 05:10:43,451.0,24.0,18.0,111.0,3.0,20,False,https://dss-extensions.org/OpenDSSDirect.py/,12.0,32.0,99.0,2024-03-29 06:18:05.000,0.9.4,43.0,,OpenDSSDirect.py,,,14088.0,97.0,81.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,14088.0,,,,1.0,,,,,,,,,
68,py-dss-interface,intf,"['pypi', 'python', 'jupyter', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2026-04-15 10:34:10.000000,2026-04-15 10:34:10,716.0,13.0,1.0,44.0,7.0,20,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,51.0,56.0,2026-02-16 15:33:33.000,2.3.0,25.0,5.0,py-dss-interface,,41.0,6415.0,54.0,41.0,https://pypi.org/project/py-dss-interface,2026-02-16 15:20:40.000,13.0,6415.0,,,,1.0,,,,,-1.0,,,,
69,matpowercaseframes,intf,"['gha', 'python', 'pypi', 'jupyter', 'university']",,UGM-EPSLab/matpowercaseframes,MIT,Parse MATPOWER case into pandas DataFrame.,https://github.com/UGM-EPSLab/matpowercaseframes,https://github.com/UGM-EPSLab/matpowercaseframes,2022-03-31 04:51:41,2026-04-01 23:03:42.000000,2026-04-01 23:00:42,271.0,3.0,6.0,6.0,9.0,20,True,,,30.0,8.0,2026-04-01 23:03:42.000,2.1.0,26.0,16.0,matpowercaseframes,,,20832.0,46.0,39.0,https://pypi.org/project/matpowercaseframes,2026-04-01 23:03:42.000,7.0,20832.0,,,,1.0,,,,,,,,,
70,PowerModels.jl,steady-state,"['gha', 'julia', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2026-05-06 01:21:38.000000,2026-05-06 00:54:57,1023.0,163.0,93.0,463.0,32.0,19,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,21.0,497.0,423.0,2026-05-06 01:17:56.000,0.21.6,81.0,9.0,,,,,,,,,,,,,,2.0,,,,,,,,,
71,REopt,steady-state,"['gha', 'python', 'julia', 'lab']",,NatLabRockies/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NatLabRockies/REopt_API,https://www.nlr.gov/reopt/,2018-12-17 21:24:59,2026-05-28 16:51:57.000000,2026-05-28 16:48:43,5892.0,66.0,44.0,123.0,26.0,19,True,https://github.com/NatLabRockies/REopt_API/wiki,7.0,633.0,42.0,2026-05-15 14:18:26.000,3.19.0,73.0,56.0,,,574.0,7.0,,,,,,,,,,2.0,,,,,,,,,
72,PowSyBl Diagram,vis,"['gha', 'java', 'jupyter', 'for-profit']",,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2026-05-28 11:32:05.000000,2026-05-22 11:59:00,623.0,22.0,75.0,114.0,36.0,19,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,19.0,613.0,134.0,2026-04-01 16:31:51.000,5.3.0,57.0,29.0,,,,,35.0,35.0,,,,,,,,1.0,,,,,,,,,
73,TESP,steady-state,"['gha', 'python', 'jupyter', 'pypi', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2026-05-22 00:36:45.000000,2026-02-05 19:46:48,2389.0,42.0,36.0,49.0,31.0,19,True,https://tesp.readthedocs.io/en/latest/,16.0,65.0,96.0,2026-02-05 19:34:05.000,1.3.7,55.0,,tesp_support,,526.0,194.0,2.0,2.0,https://pypi.org/project/tesp_support,2026-02-05 19:34:05.000,,189.0,,,,2.0,,,,,,,,,
74,PowerNetworkMatrices.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/Sienna-Platform/PowerNetworkMatrices.jl,https://www.nlr.gov/analysis/sienna,2022-11-16 21:59:51,2026-05-28 18:27:25.000000,2026-05-27 05:17:54,1418.0,21.0,34.0,30.0,16.0,19,True,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,4.0,185.0,89.0,2026-05-20 23:21:32.000,0.21.1,43.0,217.0,,,,,,,,,,,,,,2.0,,,,,,,Sienna-Platform/PowerNetworkMatrices.jl,,
75,LTB AMS,steady-state,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2026-05-03 21:10:40.563000,2026-05-03 19:15:23,2999.0,9.0,9.0,24.0,6.0,19,True,https://ams.readthedocs.io/en/latest/,2.0,242.0,15.0,2026-05-03 19:24:58.000,1.3.0,45.0,194.0,ltbams,conda-forge/ltbams,106.0,2058.0,3.0,3.0,https://pypi.org/project/ltbams,2026-05-03 19:24:31.000,,848.0,https://anaconda.org/conda-forge/ltbams,2026-05-03 21:10:40.563,32572.0,2.0,,,,,,,,,
76,PowerGenome,data,"['gha', 'pypi', 'conda', 'python']",,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2026-05-25 16:54:01.000000,2026-02-13 15:59:24,1825.0,72.0,98.0,235.0,18.0,18,True,https://github.com/PowerGenome/PowerGenome/wiki,19.0,262.0,101.0,2025-03-21 18:15:20.000,0.7.0,20.0,,PowerGenome,conda-forge/powergenome,,190.0,,,https://pypi.org/project/PowerGenome,2025-03-21 18:15:20.000,,132.0,https://anaconda.org/conda-forge/powergenome,2025-04-22 14:58:55.013,1640.0,3.0,,,,,,,,,
77,dsgrid,dataman,"['gha', 'python', 'pypi', 'lab']",,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2026-05-21 19:00:49.000000,2026-03-31 16:08:01,2038.0,29.0,64.0,102.0,6.0,18,True,https://dsgrid.github.io/dsgrid,4.0,270.0,86.0,2026-03-31 17:21:34.000,0.4.0,7.0,26.0,dsgrid,,,25.0,1.0,1.0,https://pypi.org/project/dsgrid,2014-12-18 16:20:53.000,,25.0,,,,1.0,,,,,,,,,
78,GasModels.jl,gasnet,"['gha', 'julia', 'lab']",,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2026-05-28 19:50:54.000000,2026-05-28 19:50:54,1338.0,24.0,48.0,79.0,19.0,18,True,https://lanl-ansi.github.io/GasModels.jl/latest/,6.0,159.0,140.0,2026-05-13 15:40:48.000,0.13.1,33.0,91.0,,,,,,,,,,,,,,3.0,,,,,,,,,
79,GridPACK,phasor,"['c', 'gha', 'python', 'lab']",,GridOPTICS/GridPACK,BSD-3,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2026-04-28 15:45:53.000000,2026-04-28 15:44:30,3317.0,23.0,18.0,63.0,58.0,18,True,https://github.com/GridOPTICS/GridPACK/wiki,15.0,124.0,119.0,2026-03-24 15:40:43.000,3.6,7.0,73.0,,,654.0,5.0,,,,,,,,,,2.0,,,,,,,,,
80,openTEPES,steady-state,"['pypi', 'python', 'jupyter', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2026-05-28 20:23:34.000000,2026-05-28 17:39:34,3457.0,28.0,4.0,54.0,10.0,18,True,https://opentepes.readthedocs.io/en/latest/index.html,4.0,110.0,13.0,2026-02-24 11:07:01.000,4.18.15,117.0,143.0,openTEPES,,121.0,528.0,,,https://pypi.org/project/openTEPES,2026-04-10 08:58:59.000,,527.0,,,,2.0,,,,,,,,,
81,Prescient,steady-state,"['gha', 'pypi', 'python']",,grid-parity-exchange/Prescient,BSD-3,Production cost modeling for power generation and distribution networks.,https://github.com/grid-parity-exchange/Prescient,https://github.com/grid-parity-exchange/Prescient,2020-06-02 22:42:14,2025-10-06 15:33:27.000000,2025-10-06 15:33:26,263.0,17.0,20.0,40.0,11.0,18,True,https://prescient.readthedocs.io/,7.0,123.0,47.0,2023-04-04 01:34:03.331,2.2.2,5.0,,gridx-prescient,,,21907.0,13.0,11.0,https://pypi.org/project/gridx-prescient,2022-12-16 02:39:33.564,2.0,21907.0,,,,2.0,,,,,,,,,
82,PowerFlows.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerFlows.jl,BSD-3,Collection of Power Flow solution; NREL Sienna.,https://github.com/Sienna-Platform/PowerFlows.jl,https://www.nlr.gov/analysis/sienna,2022-03-08 18:40:14,2026-05-28 15:18:04.000000,2026-05-28 15:08:01,457.0,24.0,56.0,30.0,15.0,18,True,https://nrel-sienna.github.io/PowerFlows.jl/dev/,4.0,215.0,132.0,2026-05-19 19:53:51.000,0.18.0,30.0,202.0,,,,,,,,,,,,,,2.0,,,,,,,Sienna-Platform/PowerFlows.jl,,
83,GenX,steady-state,"['julia', 'gha', 'university']",,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2026-05-27 15:18:25.000000,2026-01-09 19:17:31,1135.0,144.0,67.0,356.0,37.0,17,True,https://genxproject.github.io/GenX/dev/,18.0,573.0,262.0,2025-07-11 18:02:01.000,0.4.5,17.0,,,,,,,,,,,,,,,3.0,,,,,,,GenXProject/GenX.jl,,
84,Clarabel.jl,ops,"['gha', 'julia', 'university']",,oxfordcontrol/Clarabel.jl,Apache-2,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2026-04-29 09:02:43.000000,2026-04-14 16:23:53,927.0,28.0,11.0,267.0,13.0,17,True,https://clarabel.org,4.0,157.0,63.0,2026-04-14 16:30:16.000,0.11.1,18.0,10.0,,,,,,,,,,,,,,3.0,,,,,,,,,
85,MadNLP,ops,"['gha', 'julia', 'university']",,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2026-05-22 15:54:56.000000,2026-05-21 08:20:28,659.0,25.0,35.0,244.0,19.0,17,True,https://madnlp.github.io/MadNLP.jl/stable/,13.0,472.0,107.0,2026-05-20 15:40:14.000,0.9.2,33.0,14.0,,,,,,,,,,,,,,3.0,,,,,,,,,
