,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
45,powerplantmatching,data,"['gha', 'pypi', 'conda', 'python', 'university']",,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25,2026-02-01 17:24:01.000,2026-01-14 08:46:29,1019.0,69.0,22.0,210.0,36.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,20.0,170.0,90.0,2026-01-14 08:52:44.000,0.8.0,34.0,14.0,powerplantmatching,conda-forge/powerplantmatching,87.0,3247.0,86.0,86.0,https://pypi.org/project/powerplantmatching,2026-01-14 08:52:44.000,,1436.0,https://anaconda.org/conda-forge/powerplantmatching,2026-01-14 12:05:04.318,112289.0,1.0,,,,,,,
46,HELICS,msg,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c', 'lab']",,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2026-01-25 01:30:10.000,2025-08-16 01:38:32,3574.0,50.0,97.0,159.0,39.0,24,True,https://docs.helics.org/en/latest/,14.0,2055.0,585.0,2025-02-28 08:41:58.000,3.6.1,106.0,,helics,conda-forge/helics,31130.0,8975.0,13.0,,https://pypi.org/project/helics,2025-02-28 08:41:58.000,13.0,8414.0,https://anaconda.org/conda-forge/helics,2025-04-22 14:56:53.590,21577.0,1.0,,,,,,,
47,CBC,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2026-01-12 16:52:30.000,2026-01-12 16:52:14,2556.0,133.0,157.0,972.0,35.0,23,True,https://coin-or.github.io/Cbc/Doxygen/,39.0,89.0,392.0,2024-08-20 07:17:43.000,releases/2.10.12,14.0,18.0,,conda-forge/coincbc,273682.0,27178.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2026-01-07 03:47:39.085,1523207.0,3.0,,,,,,,
48,Clp,ops,"['gha', 'conda', 'python', 'julia', 'c', 'non-profit']",,coin-or/Cbc,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2026-01-12 16:52:30.000,2026-01-12 16:52:14,2556.0,133.0,157.0,972.0,35.0,23,True,https://coin-or.github.io/Clp/,39.0,89.0,392.0,2024-08-20 07:17:43.000,releases/2.10.12,11.0,18.0,,conda-forge/coin-or-clp,273682.0,23958.0,,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2026-01-05 10:10:58.514,1337761.0,3.0,,,,,,,
49,GridStatus,data,"['gha', 'pypi', 'python', 'for-profit']",,kmax12/gridstatus,BSD-3,Extract data from ISOs and other sources.,https://github.com/gridstatus/gridstatus,https://www.gridstatus.io,2022-07-28 19:24:20,2026-02-05 18:29:59.000,2026-02-05 18:29:56,762.0,70.0,43.0,385.0,36.0,23,True,https://docs.gridstatus.io/en/latest/,10.0,654.0,88.0,2025-12-11 16:09:29.000,0.34.0,36.0,68.0,gridstatus,services/gridstatus,,31400.0,2.0,,https://pypi.org/project/gridstatus,2025-12-11 16:09:29.000,2.0,31399.0,https://anaconda.org/services/gridstatus,2025-03-25 16:20:32.129,32.0,2.0,-2.0,,,,,,gridstatus/gridstatus
50,PowerSimulations.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22,2026-02-05 05:57:24.000,2026-02-05 05:56:40,10722.0,78.0,97.0,310.0,50.0,23,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,19.0,1015.0,404.0,2025-12-18 23:55:16.000,0.32.4,100.0,205.0,,,,,,,,,,,,,,2.0,,,,,,,
51,DPsim,emt,"['gha', 'pypi', 'jupyter', 'python', 'c', 'university']",,sogno-platform/dpsim,MPL-2.0,Simulation for both EMT and phasor.,https://github.com/sogno-platform/dpsim,https://dpsim.fein-aachen.org/,2020-01-29 08:49:59,2025-12-22 13:13:03.000,2025-12-22 13:07:03,4857.0,70.0,85.0,116.0,39.0,23,True,https://dpsim.fein-aachen.org/docs/,12.0,286.0,101.0,2025-12-10 15:23:09.000,1.2.1,10.0,75.0,dpsim,,,346.0,14.0,14.0,https://pypi.org/project/dpsim,2025-12-10 14:47:35.000,,346.0,,,,1.0,,,,,,,
52,LightSim2Grid,steady-state,"['gha', 'pypi', 'python', 'for-profit']",,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/Grid2op/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27,2026-02-05 16:22:14.000,2026-02-05 09:07:13,1100.0,14.0,13.0,62.0,9.0,23,True,https://lightsim2grid.readthedocs.io/en/latest/,1.0,65.0,46.0,2026-01-09 17:34:25.000,0.12.1,40.0,138.0,LightSim2Grid,,300.0,22742.0,98.0,74.0,https://pypi.org/project/LightSim2Grid,2026-01-09 17:34:25.000,24.0,22732.0,,,,2.0,,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,458.0,,Grid2op/lightsim2grid
53,MATPOWER,steady-state,"['gha', 'octave', 'university']",,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2025-12-11 18:57:55.000,2025-09-26 15:39:17,2660.0,169.0,23.0,524.0,23.0,22,True,https://matpower.org/doc/,29.0,57.0,206.0,2025-07-13 02:31:28.000,8.1,6.0,,,,688476.0,7946.0,,,,,,,,,,2.0,,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2025-09-26 17:00:29.461721,3683.0,,
54,Atlite,data,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2026-01-05 18:38:03.000,2025-09-19 07:26:37,808.0,120.0,55.0,369.0,43.0,22,True,https://atlite.readthedocs.io/en/master/?badge=master,12.0,324.0,106.0,2025-05-12 15:07:01.000,0.4.1,21.0,,atlite,conda-forge/atlite,,5159.0,113.0,113.0,https://pypi.org/project/atlite,2025-05-12 15:07:01.000,,3385.0,https://anaconda.org/conda-forge/atlite,2025-08-11 07:32:40.796,120669.0,2.0,,,,,,,
55,PyOptInterface,opl,"['gha', 'pypi', 'jupyter', 'python', 'volunteer']",,metab0t/PyOptInterface,MPL-2.0,Efficient modeling interface for optimization in Python.,https://github.com/metab0t/PyOptInterface,https://github.com/metab0t/PyOptInterface,2023-06-13 16:11:33,2026-01-24 03:36:39.000,2026-01-24 03:33:54,480.0,21.0,7.0,301.0,4.0,22,True,https://metab0t.github.io/PyOptInterface/,6.0,10.0,32.0,2025-09-21 02:45:43.000,0.5.1,16.0,42.0,pyoptinterface,,,2936.0,27.0,21.0,https://pypi.org/project/pyoptinterface,2025-09-21 02:45:43.000,6.0,2936.0,,,,3.0,,,,,,,
56,Dynaωo,phasor,"['gha', 'modelica', 'for-profit']",,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35,2026-02-05 15:33:51.000,2026-02-05 10:10:38,2638.0,30.0,235.0,100.0,61.0,22,True,https://dynawo.github.io/docs/,9.0,2294.0,1505.0,2025-07-18 14:42:06.000,1.7.0,20.0,67.0,,,19386.0,228.0,,,,,,,,,,1.0,,,,,,,
57,PyPowSyBl,steady-state,"['gha', 'pypi', 'python', 'java', 'jupyter', 'non-profit']",,powsybl/pypowsybl,MPL-2.0,A PowSyBl and Python integration.,https://github.com/powsybl/pypowsybl,https://www.powsybl.org,2020-11-09 10:30:33,2026-02-03 14:00:24.000,2026-01-27 08:50:14,840.0,16.0,92.0,80.0,39.0,22,True,https://pypowsybl.readthedocs.io/en/latest/,20.0,881.0,193.0,2026-01-15 12:34:27.000,1.14.0,50.0,19.0,pypowsybl,,462.0,13121.0,8.0,,https://pypi.org/project/pypowsybl,2026-01-15 12:34:27.000,8.0,13114.0,,,,2.0,,,,,,,
58,PYPOWER,steady-state,"['gha', 'pypi', 'conda', 'python', 'non-profit']",,rwl/PYPOWER,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,rwl.github.io/PYPOWER/api/,2009-05-22 12:14:47,2025-11-24 17:12:08.000,2025-11-24 17:12:07,364.0,124.0,36.0,396.0,22.0,21,True,http://rwl.github.io/PYPOWER/index.html,23.0,49.0,15.0,2025-07-10 17:17:48.000,5.1.19,20.0,4.0,PYPOWER,invenia/pypower,,28113.0,177.0,157.0,https://pypi.org/project/PYPOWER,2025-07-10 17:17:48.000,20.0,28082.0,https://anaconda.org/invenia/pypower,2025-03-25 16:27:17.396,3203.0,2.0,-1.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,28.0,,
59,GridPath,steady-state,"['gha', 'python', 'for-profit']",,blue-marble/gridpath,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,https://www.gridpath.io/,2016-08-12 18:13:28,2026-02-04 21:48:31.000,2026-01-22 20:23:39,1639.0,64.0,50.0,126.0,13.0,21,True,https://gridpath.readthedocs.io/en/latest/?badge=latest,12.0,975.0,294.0,2026-01-22 23:40:38.000,2026.1.0,42.0,13.0,GridPath,,1389.0,498.0,4.0,4.0,https://pypi.org/project/GridPath,2026-01-22 23:40:38.000,,478.0,,,,2.0,,,,,,,
60,AMPLPY,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'for-profit']",,ampl/amplpy,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,https://ampl.com/,2017-06-27 00:22:07,2026-01-28 19:47:27.000,2026-01-28 19:47:12,887.0,19.0,1.0,82.0,9.0,21,True,https://amplpy.readthedocs.io/en/latest/,10.0,7.0,49.0,2025-07-09 16:14:51.000,0.15.2,186.0,16.0,amplpy,conda-forge/amplpy,,51980.0,145.0,134.0,https://pypi.org/project/amplpy,2025-12-08 18:48:18.000,11.0,44205.0,https://anaconda.org/conda-forge/amplpy,2025-09-05 16:24:52.977,513210.0,3.0,,,,,,,
61,matpowercaseframes,intf,"['gha', 'python', 'pypi', 'jupyter', 'university']",,UGM-EPSLab/matpowercaseframes,MIT,Parse MATPOWER case into pandas DataFrame.,https://github.com/UGM-EPSLab/matpowercaseframes,https://github.com/UGM-EPSLab/matpowercaseframes,2022-03-31 04:51:41,2026-01-19 12:50:21.000,2026-01-19 12:50:21,255.0,3.0,6.0,5.0,8.0,21,True,,,27.0,7.0,2026-01-08 21:13:03.000,2.0.1,23.0,43.0,matpowercaseframes,,,18607.0,44.0,37.0,https://pypi.org/project/matpowercaseframes,2026-01-08 21:13:03.000,7.0,18607.0,,,,1.0,4.0,,,,,,
62,PyPSA-Eur,steady-state,"['gha', 'python', 'university']",,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41,2026-02-05 18:18:07.000,2026-02-05 18:15:45,5733.0,365.0,226.0,522.0,106.0,20,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,18.0,1403.0,438.0,2025-07-11 15:14:12.000,2025.07.0,20.0,93.0,,,,,,,,,,,,,,2.0,,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,,,,
63,PyPSA-Earth,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-earth,AGPL-3,Open optimisation model for study energy system futures.,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-meets-earth.github.io/,2021-02-28 19:26:35,2026-02-03 23:33:48.000,2026-02-03 23:33:48,6382.0,288.0,209.0,318.0,87.0,20,True,https://pypsa-earth.readthedocs.io/,12.0,1026.0,387.0,2025-12-24 14:16:28.000,0.8.0,14.0,40.0,,,,,,,,,,,,,,2.0,,,,,,,
64,Gurobi OptiMods,steady-state,"['gha', 'python', 'for-profit']",,Gurobi/gurobi-optimods,Apache-2.0,Implemented optimization use cases using Gurobi.,https://github.com/Gurobi/gurobi-optimods,https://www.gurobi.com/features/gurobi-optimods/,2022-11-18 16:25:03,2025-11-25 03:20:28.000,2025-11-25 03:14:14,714.0,38.0,25.0,173.0,17.0,20,True,https://gurobi-optimods.readthedocs.io/en/stable/,10.0,95.0,62.0,2025-11-25 03:13:53.000,3.0.0,14.0,13.0,gurobi-optimods,,,214.0,11.0,9.0,https://pypi.org/project/gurobi-optimods,2025-11-25 03:19:27.000,2.0,214.0,,,,2.0,-1.0,,,,,,
65,PIQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'octave', 'r', 'university']",,PREDICT-EPFL/piqp,BSD-2,Proximal Interior Point Quadratic Programming solver.,https://github.com/PREDICT-EPFL/piqp,https://github.com/PREDICT-EPFL/piqp,2023-01-25 13:55:12,2026-01-09 15:10:36.438,2025-09-23 07:53:30,561.0,19.0,5.0,131.0,5.0,20,True,https://predict-epfl.github.io/piqp/,9.0,16.0,14.0,2025-09-16 11:00:25.000,0.6.2,18.0,,piqp,conda-forge/piqp,1042.0,27200.0,59.0,50.0,https://pypi.org/project/piqp,2025-09-16 11:00:25.000,9.0,17464.0,https://anaconda.org/conda-forge/piqp,2026-01-09 15:10:36.438,291130.0,3.0,,,,,,,
66,openTEPES,steady-state,"['python', 'jupyter', 'gha', 'university']",,IIT-EnergySystemModels/openTEPES,AGPL-3,"Open Generation, Storage, and Transmission Operation and Expansion Planning Model.",https://github.com/IIT-EnergySystemModels/openTEPES,https://github.com/IIT-EnergySystemModels/openTEPES,2020-07-24 21:11:41,2026-02-05 18:00:53.000,2026-02-05 18:00:53,3274.0,28.0,4.0,53.0,10.0,20,True,https://opentepes.readthedocs.io/en/latest/index.html,4.0,93.0,13.0,2026-01-28 17:22:11.000,4.18.12,114.0,194.0,openTEPES,,120.0,1364.0,,,https://pypi.org/project/openTEPES,2026-02-05 15:56:03.000,,1362.0,,,,2.0,,,,,,,
67,py-dss-interface,intf,"['gha', 'pypi', 'python', 'jupyter', 'non-profit']",,PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2026-02-05 14:36:26.000,2026-02-05 14:36:23,711.0,10.0,,41.0,7.0,20,True,https://py-dss-interface.readthedocs.io/en/latest/,6.0,48.0,56.0,2025-09-09 18:20:46.000,2.2.1,24.0,7.0,py-dss-interface,,31.0,6079.0,49.0,40.0,https://pypi.org/project/py-dss-interface,2025-09-09 18:16:36.000,9.0,6079.0,,,,1.0,,,,,,,
68,GridLAB-D,phasor,"['c', 'gha', 'lab']",,gridlab-d/gridlab-d,https://github.com/gridlab-d/gridlab-d/blob/master/LICENSE,Distribution power system simulator.,https://github.com/gridlab-d/gridlab-d,https://www.gridlabd.org/,2016-08-29 17:43:21,2026-02-05 01:17:41.000,2025-05-28 20:17:33,4426.0,121.0,359.0,194.0,76.0,19,True,https://gridlab-d.shoutwiki.com/wiki/Source_documentation,24.0,199.0,1091.0,2025-01-07 00:39:44.000,5.3.0,7.0,,,,8394.0,88.0,,,,,,,,,,2.0,,,,,,,
69,REopt,steady-state,"['gha', 'python', 'julia', 'lab']",,NREL/REopt_API,BSD-3,Renewable Energy Integration & Optimization.,https://github.com/NatLabRockies/REopt_API,https://www.nrel.gov/reopt/,2018-12-17 21:24:59,2026-02-05 16:14:33.000,2026-01-12 22:48:53,5825.0,65.0,56.0,118.0,25.0,19,True,https://github.com/NREL/REopt_API/wiki,7.0,618.0,41.0,2026-01-12 22:50:01.000,3.17.5,71.0,57.0,,,574.0,7.0,,,,,,,,,,2.0,,,,,,,NatLabRockies/REopt_API
70,OpenDSSDirect.py,intf,"['gha', 'pypi', 'python', 'jupyter', 'volunteer']",,dss-extensions/OpenDSSDirect.py,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,2017-06-20 19:18:22,2024-03-29 06:05:46.000,2024-03-29 05:10:43,451.0,25.0,19.0,105.0,3.0,19,True,https://dss-extensions.org/OpenDSSDirect.py/,12.0,31.0,93.0,2024-03-29 06:18:05.000,0.9.4,43.0,,OpenDSSDirect.py,,,5706.0,94.0,78.0,https://pypi.org/project/OpenDSSDirect.py,2021-03-11 01:53:34.000,16.0,5706.0,,,,1.0,,,,,,,
71,dsgrid,dataman,"['gha', 'python', 'pypi', 'lab']",,dsgrid/dsgrid,BSD-3,"Demand-side grid projects, datasets and queries.",https://github.com/dsgrid/dsgrid,https://github.com/dsgrid/dsgrid,2020-12-09 23:51:36,2026-01-24 18:05:40.000,2026-01-23 22:19:20,1967.0,29.0,61.0,102.0,6.0,19,True,https://dsgrid.github.io/dsgrid,5.0,262.0,86.0,2026-01-23 22:21:08.000,0.3.3,7.0,124.0,dsgrid,,,29.0,,,https://pypi.org/project/dsgrid,2014-12-18 16:20:53.000,,29.0,,,,1.0,,,,,,,
72,STEPS,phasor,"['c', 'python', 'university']",,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2026-02-02 03:19:10.000,2026-02-02 02:05:27,799.0,23.0,1.0,64.0,9.0,19,True,https://github.com/changgang/steps/wiki/,6.0,,3.0,2026-02-02 03:21:35.000,2.3.0,45.0,85.0,stepspy,,65.0,484.0,7.0,7.0,https://pypi.org/project/stepspy,2026-02-02 02:01:13.000,,484.0,,,,2.0,5.0,,,,,,
73,TESP,steady-state,"['gha', 'python', 'jupyter', 'pypi', 'lab']",,pnnl/tesp,BSD-3,Transactive Energy Simulation Platform.,https://github.com/pnnl/tesp,https://github.com/pnnl/tesp,2017-03-28 16:41:17,2026-02-05 17:46:49.000,2024-12-15 02:47:00,2165.0,41.0,36.0,47.0,26.0,19,True,https://tesp.readthedocs.io/en/latest/,15.0,65.0,96.0,2024-12-15 02:43:06.000,1.3.6,54.0,,tesp_support,,508.0,1529.0,2.0,2.0,https://pypi.org/project/tesp_support,2024-12-15 02:13:01.000,,1524.0,,,,2.0,,,,,,,
74,PowerGenome,data,"['gha', 'pypi', 'conda', 'python']",,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40,2026-01-19 16:55:55.000,2025-03-21 18:09:22,1824.0,73.0,92.0,229.0,18.0,18,True,https://github.com/PowerGenome/PowerGenome/wiki,19.0,249.0,99.0,2025-03-21 18:15:20.000,0.7.0,20.0,,PowerGenome,conda-forge/powergenome,,194.0,,,https://pypi.org/project/PowerGenome,2025-03-21 18:15:20.000,,138.0,https://anaconda.org/conda-forge/powergenome,2025-04-22 14:58:55.013,1422.0,3.0,,,,,,,
75,SimBench,data,"['python', 'pypi', 'conda', 'juptyer', 'gha']",,e2nIEE/simbench,odbl-1.0,Benchmark dataset of German LV/MV/HV grids including 15min time series for 1 year.,https://github.com/e2nIEE/simbench,https://simbench.de/en/,2019-05-13 14:10:08,2025-10-23 15:12:59.000,2025-10-23 15:12:46,165.0,36.0,5.0,129.0,5.0,18,True,https://simbench.readthedocs.io/en/stable/?badge=stable,6.0,28.0,32.0,2025-04-13 10:12:48.000,1.6.1,11.0,,simbench,conda-forge/simbench,,6390.0,58.0,48.0,https://pypi.org/project/simbench,2025-04-13 10:12:48.000,10.0,6390.0,https://anaconda.org/conda-forge/simbench,,,3.0,,,,,,,
76,PowSyBl Diagram,vis,"['gha', 'java', 'jupyter', 'for-profit']",,powsybl/powsybl-diagram,MPL-2.0,single-line substation diagrams and network graph diagrams.,https://github.com/powsybl/powsybl-diagram,https://www.powsybl.org,2019-10-11 11:25:46,2026-02-05 16:03:10.000,2026-02-05 14:32:42,591.0,20.0,83.0,107.0,32.0,18,True,https://www.powsybl.org/pages/documentation/developer/api_guide/svg-writing.html,19.0,583.0,128.0,2025-12-11 10:07:21.000,5.2.0,55.0,19.0,,,,,32.0,32.0,,,,,,,,1.0,,,,,,,
77,OpenIPSL,phasor,"['gha', 'modelica', 'university']",,OpenIPSL/OpenIPSL,BSD-3,A Power System Library written in the Modelica.,https://github.com/OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2026-02-01 22:31:04.000,2026-02-01 22:30:59,1897.0,63.0,16.0,101.0,36.0,18,True,https://doc.openipsl.org,21.0,245.0,117.0,2022-06-23 13:05:59.000,3.0.1,15.0,24.0,,,509.0,4.0,,,,,,,,,,2.0,,,,,,,
78,LTB AMS,steady-state,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python', 'university']",,CURENT/ams,GPL-3,Scheduling Modeling and Simulation; CURENT LTB.,https://github.com/CURENT/ams,https://ltb.curent.org/,2022-10-05 11:57:30,2025-12-23 10:31:01.925,2025-12-23 09:01:24,2805.0,9.0,13.0,23.0,4.0,18,True,https://ams.readthedocs.io/en/latest/,2.0,183.0,11.0,2025-12-23 09:07:56.000,1.1.1,40.0,147.0,ltbams,conda-forge/ltbams,92.0,1272.0,3.0,3.0,https://pypi.org/project/ltbams,2025-12-23 09:07:30.000,,202.0,https://anaconda.org/conda-forge/ltbams,2025-12-23 10:31:01.925,25591.0,3.0,,,,,,,
79,PowerModels.jl,steady-state,"['gha', 'julia', 'lab']",,lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2025-12-01 21:25:09.000,2025-12-01 21:21:10,1014.0,162.0,93.0,450.0,32.0,17,True,https://lanl-ansi.github.io/PowerModels.jl/stable/,21.0,486.0,422.0,2025-08-12 01:35:46.000,0.21.5,80.0,1.0,,,,,,,,,,,,,,3.0,-1.0,,,,,,
80,RSOME,opl,"['gha', 'pypi', 'jupyter', 'python', 'university']",,XiongPengNUS/rsome,GPL-3,Robust Stochastic Optimization Made Easy.,https://github.com/XiongPengNUS/rsome,https://github.com/XiongPengNUS/rsome,2020-07-26 13:00:05,2024-11-15 13:40:52.000,2024-11-15 13:40:10,218.0,59.0,7.0,341.0,3.0,17,True,https://xiongpengnus.github.io/rsome/,3.0,21.0,38.0,2024-06-25 13:42:14.000,1.3.0,34.0,,rsome,,,1336.0,4.0,,https://pypi.org/project/rsome,2024-10-29 06:05:15.000,4.0,1336.0,,,,3.0,,,,,,,
81,GenX,steady-state,"['julia', 'gha', 'university']",,GenXProject/GenX,GPL-2.0,Configurable capacity expansion model.,https://github.com/GenXProject/GenX.jl,https://energy.mit.edu/genx/,2021-05-19 17:57:57,2026-02-05 18:11:36.000,2026-01-09 19:17:31,1135.0,139.0,63.0,338.0,37.0,17,True,https://genxproject.github.io/GenX/dev/,17.0,570.0,261.0,2025-07-11 18:02:01.000,0.4.5,17.0,9.0,,,,,,,,,,,,,,3.0,,,,,,,GenXProject/GenX.jl
82,EGRET,steady-state,"['gha', 'python', 'lab']",,grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2026-01-22 20:31:18.000,2026-01-22 20:31:18,1103.0,61.0,52.0,152.0,40.0,17,True,,13.0,247.0,38.0,2025-10-06 15:54:54.000,0.6.0,7.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,
83,CIMpy,intf,"['gha', 'python', 'non-profit']",,sogno-platform/cimpy,MPL-2.0,CIM files to the XML/RDF format.,https://github.com/sogno-platform/cimpy,https://github.com/sogno-platform/cimpy,2020-01-29 08:22:48,2025-03-09 07:52:14.000,2025-02-23 21:37:23,230.0,25.0,12.0,67.0,11.0,17,True,https://sogno.energy/cimpy/,3.0,27.0,12.0,2025-03-09 07:52:14.000,1.2.0,9.0,,cimpy,,,1124.0,14.0,13.0,https://pypi.org/project/cimpy,2024-06-20 20:41:41.000,1.0,1124.0,,,,2.0,,,,,,,
84,PowerNetworkMatrices.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerNetworkMatrices.jl,BSD-3,Power systems matrices; NREL Sienna.,https://github.com/NREL-Sienna/PowerNetworkMatrices.jl,https://www.nrel.gov/analysis/sienna.html,2022-11-16 21:59:51,2026-02-05 16:05:32.000,2026-02-05 06:16:53,1170.0,21.0,35.0,27.0,13.0,17,True,https://nrel-sienna.github.io/PowerNetworkMatrices.jl/stable/,4.0,141.0,75.0,2026-01-22 21:47:16.000,0.18.0,36.0,41.0,,,,,,,,,,,,,,3.0,,,,,,,
85,MadNLP,ops,"['gha', 'julia', 'university']",,MadNLP/MadNLP.jl,MIT,A solver for nonlinear programming with GPU support.,https://github.com/MadNLP/MadNLP.jl,https://github.com/MadNLP/MadNLP.jl,2020-09-16 23:07:35,2026-02-05 10:54:49.000,2026-02-05 10:42:33,623.0,20.0,35.0,238.0,18.0,16,True,https://madnlp.github.io/MadNLP.jl/stable/,13.0,444.0,94.0,2025-09-08 08:18:58.000,0.8.12,30.0,42.0,,,,,,,,,,,,,,3.0,,,,,,,
86,PyPSA-USA,steady-state,"['python', 'jupyter', 'university']",,PyPSA/pypsa-usa,MIT,Power System Model for the United States.,https://github.com/PyPSA/pypsa-usa,https://pypsa.org,2022-06-07 15:13:26,2026-02-05 00:41:22.000,2025-09-11 16:42:22,2331.0,39.0,102.0,117.0,13.0,16,True,https://pypsa-usa.readthedocs.io/,6.0,348.0,277.0,2025-08-18 22:17:21.000,0.7.0,8.0,,,,,,,,,,,,,,,3.0,,,,,,,
87,GasModels.jl,gasnet,"['gha', 'julia', 'lab']",,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2026-02-05 18:07:39.000,2026-02-03 17:02:28,1136.0,20.0,48.0,77.0,18.0,16,True,https://lanl-ansi.github.io/GasModels.jl/latest/,8.0,129.0,117.0,2026-02-03 17:34:47.000,0.10.7,28.0,12.0,,,,,,,,,,,,,,3.0,,,,,,,
88,GridPACK,phasor,"['c', 'python', 'lab']",,GridOPTICS/GridPACK,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/markdown/LICENSE.md,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2026-02-05 17:06:54.000,2026-02-03 23:47:16,3195.0,23.0,26.0,59.0,58.0,16,True,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/user_manual/GridPACK.pdf,15.0,110.0,111.0,2025-09-30 19:19:17.000,3.5,6.0,35.0,,,654.0,6.0,,,,,,,,,,2.0,,,,,,,
